Tag,Placas,No.Economico,Clase,Tipo de tag,Estatus,Saldo,Modificado por
IMDM24204402..,09F825,20068,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204401..,09F849,20066,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204400..,09F754,20065,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204399..,04F833,19223,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204398..,09F762,20064,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204397..,09F750,20063,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204396..,09F814,20062,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204395..,09F813,20061,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204394..,09F816,20060,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204393..,09F810,20059,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204392..,09F811,20058,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204391..,L74AVT,18145,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204390..,09F843,20057,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204389..,09F836,20056,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204388..,09F833,20055,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204387..,09F839,20054,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204386..,10F370,20049,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204385..,10F463,20045,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204384..,10F431,20046,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204383..,10F332,20016,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204382..,10F335,20015,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204381..,10F345,20012,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204380..,10F347,20011,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204379..,10F344,20009,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204378..,10F341,20008,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204377.., , ,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204376..,09F765,20084,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204375..,K95APL,17095,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204374..,Nuevo,Por asignar,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204373..,Nuevo,Por asignar,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204372..,10F356,20043,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204371..,09F989,20025,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204370..,09F217,19259,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204369..,10F466,20053,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204368..,10F452,20042,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204367..,10F451,20041,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204366..,10F425,20040,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204365..,10F461,20039,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204364..,10F458,20038,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204363..,10F464,20037,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204362..,10F456,20036,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204361..,10F454,20035,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204360..,10F364,20034,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204359..,10F362,20033,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204358..,10F428,20032,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204357..,10F359,20031,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204356..,10F324,20102,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204355..,10F328,20101,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204354..,10F259,20100,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204353..,10F321,20099,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204352..,10F264,20098,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204351..,K36AHR,16016,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204350..,07F315,19232,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204349..,07F316,19233,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204348..,07F315,19232,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204347..,02F401,19143,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204346..,7G7CN,19216,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204345..,07F156,19239,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204344..,K97AVT,18154,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204343..,4D8LD,16141,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204342..,H28BCJ,18090,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204341..,3F2AL,17216,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204340..,J58APL,17103,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204339..,M15AVT,18132,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204338..,T84APJ,17021,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204337..,M09AVT,18170,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204336..,10F780,20001,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204335..,M12AVT,18136,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204334..,04F822,19227,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204333..,04F831,19226,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204332..,04F826,19225,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204331..,04F836,19224,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204330..,04F832,19222,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204329..,04F833,19223,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204328..,02F627,19172,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204327..,02F679,19208,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204326..,J39APL,17183,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204325..,02F674,19204,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204324..,M87AVT,18121,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204323..,1D2LP,16156,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204322..,K01APL,17046,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204321..,X46APC,17137,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204320..,L11AVT,18033,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204319..,L98AVT,18064,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204318..,P25AVT,18128,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204317..,S78AHK,16010,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204316..,J37APL,17191,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204315..,P51AVT,18106,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204314..,E84AHR,16017,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204313..,J02APL,17113,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204312..,J02APL,17113,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204311..,W99AMV,17195,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204310..,M56APR,17146,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204309..,X56ANZ,17141,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204308..,K40APL,17136,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204307..,L78APL,17134,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204306..,P34APL,17131,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204305..,J46APL,17124,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204304..,01F384,19069,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204303..,01F411,19092,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204302..,M73AVT,18168,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204301..,P79AVT,18130,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204300..,L73AVT,18165,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204299..,K57AVT,18163,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204298..,N39AVT,18133,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204297..,P13AVT,18107,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204296..,L99AVT,18162,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204295..,Nuevo,Por asignar,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204294..,02F647,19187,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204293..,A90APY,16095,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204292..,K58AVT,18173,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204291..,N50BCB,19230,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204290..,02F491,19186,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204289..,L64AVT,18178,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204288..,6H3EJ,19231,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204287..,3F6AL,17220,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204286..,4D8LD,16141,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204285..,7G4CN,19218,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204284..,Nuevo,Por asignar,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204283..,Nuevo,Por asignar,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204282..,X62APC,17126,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204281..,07F792,19240,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204280..,07F789,19241,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204279..,X80APC,17076,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204278..,K84APL,17158,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204277..,10F467,20052,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204276..,10F338,20006,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204275..,M16AVT,18111,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204274..,U41BBS,19221,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204273..,02F680,19215,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204272..,A33BBK,19220,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204271..,02F817,19190,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204270..,02F821,19198,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204269..,02F823,19197,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204268..,02F680,19215,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204267..,02F773,19213,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204266..,02F774,19212,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204265..,02F779,19211,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204264..,10F369,20050,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204263..,P48APL,17097,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204262..,Nuevo,Por asignar,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204261..,J39APL,17183,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204260..,02F775,19210,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204259..,02F776,19209,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204258..,02F766,19201,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204257..,02F771,19200,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204256..,02F645,19178,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204255..,02F646,19179,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204254..,02F780,19192,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204253..,02F674,19189,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204252..,02F679,19193,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204251..,02F685,19194,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204250..,02F675,19205,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204249..,02F641,19182,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204248..,02F672,19202,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204247..,02F676,19191,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204246..,02F640,19183,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204245..,02F678,19207,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204244..,02F673,19203,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204243..,02F644,19180,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204242..,02F642,19181,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204241..,02F505,19165,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204240..,02F522,19166,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204239..,02F496,19169,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204238..,02F519,19177,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204237..,02F507,19168,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204236..,02F490,19188,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204235..,02F498,19174,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204234..,02F506,19167,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204233..,02F494,19184,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204232..,02F516,19159,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204231..,02F491,19186,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204230..,02F511,19164,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204229..,02F508,19156,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204228..,02F515,19158,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204227..,02F520,19151,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204226..,02F521,19153,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204225..,02F517,19160,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204224..,02F510,19163,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204223..,02F486,19155,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204222..,02F493,19185,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204221..,Nuevo,Por asignar,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204220..,02F009,19117,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204219..,01F439,19087,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204218..,01F423,19095,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204217..,01F401,19094,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204216..,01F382,19073,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204215..,01F433,19081,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204214..,01F553,19112,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204213..,01F422,19096,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204212..,01F549,19147,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204211..,01F714,19138,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204210..,624990,19116,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204209..,01F673,19142,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204208..,01F438,19086,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204207..,01F421,19097,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204206..,01F411,19092,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204205..,01F375,19103,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204204..,01F434,19084,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204203..,01F410,19091,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204202..,01F396,19108,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204201..,01F394,19109,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204200..,01F372,19104,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204199..,01F380,19101,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204198..,01F440,19088,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204197..,01F431,19082,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204196..,01F376,19075,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204195..,01F429,19110,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204194..,01F441,19089,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204193..,01F386,19064,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204192..,01F425,19078,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204191..,01F385,19068,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204190..,01F400,19107,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204189..,01F435,19083,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204188..,01F381,19100,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204187..,01F430,19080,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204186..,01F417,19093,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204185..,624972,19115,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204184..,01F378,19072,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204183..,01F389,19067,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204182..,01F377,19077,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204181..,01F427,19062,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204180..,01F373,19076,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204179..,01F379,19071,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204178..,01F383,19070,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204177..,01F387,19066,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204176..,01F374,19074,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204175..,01F684,19126,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204174..,01F388,19065,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204173..,01F424,19063,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204172..,02F007,19114,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204171..,01F442,19079,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204170..,02F015,19113,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204169..,01F384,19069,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204168..,01F398,19105,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204167..,01F420,19098,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204166..,01F392,19106,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204165..,01F418,19090,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204164..,01F428,19111,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204163..,02F014,19120,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204162..,01F680,19130,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204161..,01F419,19099,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204160..,01F371,19102,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204159..,02F005,19119,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204158..,01F707,19125,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204157..,01F710,19141,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204156..,01F440,19088,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204155..,624937,19139,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204154..,01F552,19145,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204153..,624747,19122,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204152..,01F685,19132,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204151..,01F682,19133,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204150..,624646,19121,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204149..,01F681,19134,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204148..,01F437,19085,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204147..,01F717,19129,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204146..,01F675,19135,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204145..,01F712,19137,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204144..,01F704,19131,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204143..,01F551,19148,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204142..,02F015,19113,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204141..,01F711,19136,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204140..,01F436,19061,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204139..,01F556,19144,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204138..,01F706,19124,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204137..,01F554,19149,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204136..,01F708,19127,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204135..,01F677,19123,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204134..,01F676,19140,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204133..,01F716,19128,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204132..,L11AVT,18033,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204131..,P85AVT,18081,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204130..,X71APC,17071,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204129..,99E917,19052,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204128..,99E921,19060,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204127..,99E914,19059,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204126..,99E762,19049,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204125.., ,19051,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204124..,99E759,19050,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204123..,99E540,19047,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204122..,99E539,19045,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204121..,99E289,19040,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204120..,98E414,19001,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204119..,99E755,19057,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204118..,99E757,19056,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204117..,99E913,19048,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204116..,99E770,19058,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204115..,99E771,19054,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204114..,99E758,19055,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204113..,98E560,19007,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204112..,99E239,19010,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204111..,99E166,19009,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204110..,99E291,19013,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204109..,99E103,19018,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204108..,99E148,19014,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204107..,99E538,19042,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204106..,99E769,19053,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204105..,99E552,19044,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204104..,99E097,19035,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204103..,99E541,19043,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204102..,99E553,19046,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204101..,99E159,19011,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204100..,99E153,19020,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204099..,99E037,19024,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204098..,99E101,19019,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204097..,98E490,19006,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204096..,99E293,19025,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204095..,98E492,19002,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204094..,99E285,19029,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204093..,98E491,19005,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204092..,99E236,19028,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204091..,98E559,19004,1,CALCOMANIA IMDM PASE,Activo,$0.00,
